8.2;;;
Ambience;Underground;AMBUndr;cave, drips, echoes, sewer, bunker, tunnel, dungeon, lava tube, cellar, subterranean, sunken, buried, belowground, basement, shaft, mine, passage, passageway
Ambience;Underwater;AMBUndwtr;underwater, reef, coral, ocean trench, submerged, undersea, subaquatic, shipwreck
Ambience;Urban;AMBUrbn;metropolis, dense city, city, downtown, inner city, metropolitan, bustling, rush hour, congestion, city center, slum, skid row, ghetto, financial district
Ambience;Warfare;AMBWar;war, warfare, battle, skirmish, combat, fight, engagement, assault, offensive, blitz, air-raid, raid, bombardment, barrage, fusillade, blitzkrieg, salvo, flak, broadside, cannonade
Animals;Amphibian;ANMLAmph;frog, toad, bullfrog, salamander, newt, chorus frog, peeper, croaker, axolotl
Animals;Aquatic;ANMLAqua;whale, dolphin, porpoise, sea lion, seal, killer whale, orca, manatee, walrus, elephant seal, marine otter, sea otter, beluga, narwhal, dugong, shark, stingray, jellyfish, squid, octopus, crabs, lobsters, eels
Animals;Bat;ANMLBat;flying fox, vampire bats, fruit bat
Animals;Cat domestic;ANMLCat;meow, purr, kitten, kitty, feline, alley cat
Animals;Cat wild;ANMLWcat;lion, tiger, puma, cougar, leopard, jaguar, snow leopard, cheetah, lynx, bobcat, caracal, ocelot, panther, serval
Animals;Dog;ANMLDog;dog, hound, bark, puppy, doggie, lapdog, mutt, pooch
Animals;Dog wild;ANMLWdog;wolf, fox, coyote, jackal, dingo, lupus, canid
Animals;Farm;ANMLFarm;cow, sheep, goat, pig, cattle, llama, alpaca
Animals;Horse;ANMLHors;donkey, mule, ass, zebra
Animals;Insect;ANMLInsc;grasshopper, cricket, cicada, fly, bee, wasp, hornet, weta, conehead, locust, beetle, cockroach
Animals;Misc;ANMLMisc;miscellaneous
Animals;Primate;ANMLPrim;chimpanzee, ape, gorilla, lemur, orangutan, capuchin, marmoset, monkey, gibbon, bonobo, baboon
Animals;Reptile;ANMLRept;snake, lizard, alligator, crocodile, turtle, gharial, caiman, gecko
Animals;Rodent;ANMLRdnt;mouse, mice, rat, squirrel, mole, porcupine, guinea pig, chipmunk, beaver, gopher, raccoon, prairie dog, gerbil, hamster, marmot, lemming, muskrat, chinchilla, rodent
Animals;Wild;ANMLWild;bear, giraffe, hippo, elephant, elk, deer, gazelle, badger, anteater, platypus, sloth, wolverine, boar, wombat, koala, kangaroo, wallaby, wildebeest, panda, antelope, racoon, elk, reindeer, rhino, aardvark, warthog, impala, hippopotamus, honey badger, buffalo, moose
Archived;Adr;ADR;adr, loop, replacement dialog
Archived;Asset;ASSET;asset, resource, tag
Archived;Bounce;BNCE;bounce, crashdown
Archived;Impulse response;IR;impulse response, IR, altiverb, reverb sample, convolution reverb
Archived;Loop group;LPGRP;loop group, walla
Archived;Mix;MIX;premix, final mix, stem, M&E, mixdown, printmaster
Archived;Pfx;PFX;production
Archived;Production;PROD;production take, dialog line, dx
Archived;Raw;RAW;dat tape, raw files, unprocessed
Archived;Reference;REF;reference, inspiration
Archived;Scene;SCNE;readymade, prebuilt
Archived;Test tone;TEST;adr beeps, test tones, bleeping tone, 2pops, white noise, pink noise, sine wave sweeps
Archived;Trademarked;TMARK;trademark, copyright, product sound, licensed, registered, legal
Archived;Work in progress;WIP;work in progress, wip, unfinished
Archived;Wtf;WTF;uncategorizable, unknown, jokes
Beeps;Appliance;BEEPAppl;microwave, dishwasher, washing machine, dryer
Beeps;General;BEEP;beep
Beeps;Lofi;BEEPLofi;atari, famicom, colecovision
Beeps;Medical;BEEPMed;EKG, ECG, KDC, heart monitor, flatline, ultrasound
Beeps;Timer;BEEPTimer;microwave, oven timer, digital watch, phone timer
Beeps;Vehicle;BEEPVeh;forklift beep, backup beep
Bells;Animal;BELLAnml;cowbell, hawkbell, collar bell, sheep bell
Bells;Doorbell;BELLDoor;doorbell, door chime, ding dong, tring
Bells;Gong;BELLGong;gong, gamelan, agung, bowl gong, tam-tam
Bells;Handbell;BELLHand;hand bell, dinner bell, school bell, alter bell, sleigh bell, jinglebells, butler bell
Bells;Large;BELLLrg;temple bell, church bell, peal, tower bell
Bells;Misc;BELLMisc;bicycle bell, service bell, call bell
Birds;Bird of prey;BIRDPrey;hawk, eagle, falcon, owl, vulture, condor, buzzard, kite, osprey, harrier, kestrel, caracara
Birds;Crow;BIRDCrow;crow, raven, jay, blue jay, magpie, nutcracker
Birds;Fowl;BIRDFowl;chicken, pheasant, turkey, geese, goose, grouse, duck, swan, partridge, teal, mallard, eider, guans, chachalacas, curassow, quail, grebe, chukar, ptarmigan
Birds;Misc;BIRDMisc;ani, roadrunner, cuckoo, woodpecker, nighthawk, nightjar, poorwill, hummingbird
Birds;Sea;BIRDSea;seagull, gannet, albatross, cormorant, pelican, penguin, petrel, gull, tern, frigatebird, booby, oystercatcher, plover, sandpiper, dunlin, auk, puffin, murrelet, auklet
Birds;Songbird;BIRDSong;dove, flycatcher, grosbeak, mockingbird, nuthatch, pigeon, robin, sparrow, swallow, tanager, thrush, vireo, warbler, wren, tit, chickadee, titmouse, penduline, lark, kinglet, creeper, treecreeper, gnatcatcher, dipper, starling, blackbird, thrasher, waxwing, chat, troupial, cardinal, bunting, blackbird
Birds;Tropical;BIRDTrop;parrot, toucan, kookaburra, lyrebird, peacock, macaw, hornbill, cockatoo, parakeet, ibis, spoonbill, flamingo
Birds;Wading;BIRDWade;crane, egret, flamingo, ibis, rail, spoonbill, stork, heron, rail, sora, coot, crane, heron, bittern, egret, stork, snipe
Boats;Air boat;BOATAir;fan boat, air boat, hovercraft
Boats;Bow wash;BOATWash;bow wash, wake
Boats;Door;BOATDoor;hatch, ferry door, boat door, watertight door, ship door
Boats;Electric;BOATElec;trolling motor
Boats;Fishing;BOATFish;crab boats, trawlers, seiner, line vessel, dredger, gillnetter, research vessel
Boats;Horn;BOATHorn;ship horn, tug-boat horn
Boats;Interior;BOATInt;ship, ferry, ferries, cruise ship, navy, military boat, tugboat, sailboat, yacht, oil tanker, cargo ship, freighter, submarine
Boats;Mechanism;BOATMech;rigging, pulley, rope, ship wheel, throttle, net, cage, trap, anchor
Boats;Military;BOATMil;patrol boat, destroyer, cruisier, battlecruiser, frigate, corvette, fast attack boat
Boats;Misc;BOATMisc;paddleboat, paddleboard
Boats;Motorboat;BOATMotr;small boat, personal fishing boat, speedboat, pontoon boat, duck boat, dinghy
Boats;Racing;BOATRace;hydroplane, hydrofoil, jet boat
Boats;Rowboat;BOATRow;canoe, rowboat, kayak, oar, paddle, dragon boat, row
Boats;Sailboat;BOATSail;sailboat, schooner, yawl, sloop, ketch, motorsailer
Boats;Ship;BOATShip;large ship, cruise ship, oil tanker, cargo ship, freighter
Boats;Steam;BOATStm;steam paddle ship, paddle steamer,  steam engine
Boats;Submarine;BOATSub;submarine, sonar, submersible, u-boat
Boats;Underwater;BOATUndwtr;boat, ship, underwater, tanker, fishing boat, motorboat, underwater
Bullets;By;BLLTBy;bullet whiz-by, fwip
Bullets;Impact;BLLTImpt;bullet impact, bullet hit
Bullets;Misc;BLLTMisc;miscellaneous
Bullets;Ricochet;BLLTRico;ricos, ricochet, deflect
Bullets;Shell;BLLTShel;shell, casing, eject
Cartoon;Animal;TOONAnml;fake animal, hunting call, duck call
Cartoon;Boing;TOONBoing;jaw harp, mouth harp
Cartoon;Clang;TOONClang;clang, metallic
Cartoon;Creak;TOONCreak;rubber, wood
Cartoon;Horn;TOONHorn;bulb horn, honk, clown horn
Cartoon;Impact;TOONImpt;bonk, boink, doink
Cartoon;Machine;TOONMach;contraption, comical machine, rube goldberg machine
Cartoon;Misc;TOONMisc;toon, squanch, blorb, flump
Cartoon;Musical;TOONMx;gliss, ascend, descend,
Cartoon;Pluck;TOONPluk;string pluck
Cartoon;Pop;TOONPop;pop gun, mouth pop, suction cup, bubble pops
Cartoon;Shake;TOONShake;rattle
Cartoon;Splat;TOONSplt;splat, splort, squish
Cartoon;Squeak;TOONSqk;squeak
Cartoon;Stretch;TOONStrch;strain
Cartoon;Swish;TOONSwsh;twirl, swirl
Cartoon;Twang;TOONTwang;ruler
Cartoon;Vehicle;TOONVeh;jetsons, contraption. Flintstones car, backfire
Cartoon;Vocal;TOONVox;mumble, silly voice, cartoon voice
Cartoon;Warble;TOONWarb;wobble
Cartoon;Whistle;TOONWhis;slide whistle
Cartoon;Zip;TOONZip;zip, rico, siren, whistle
Ceramics;Break;CERMBrk;break, crack, shatter, crunch
Ceramics;Crash & debris;CERMCrsh;fall, debris, shards
Ceramics;Friction;CERMFric;stress, scrape, creak, squeak, screech
Ceramics;Handle;CERMHndl;handle, grab, set, pickup, set down, toss, catch
Ceramics;Impact;CERMImpt;hit, drop, impact, crash, clunk, clink
Ceramics;Misc;CERMMisc;miscellaneous
Ceramics;Movement;CERMMvmt;drag, roll, rattle, shake
Ceramics;Tonal;CERMTonl;bowed, ring, shing, ping
Chains;Break;CHAINBrk;snap, break, bend
Chains;Handle;CHAINHndl;handle, grab, set, pickup, set down, toss, catch
Chains;Impact;CHAINImpt;drop, hit, impact, slam, tension snaps
Chains;Misc;CHAINMisc;miscellaneous
Chains;Movement;CHAINMvmt;drag, handcuffs, prison chain, dog chain
Chemicals;Acid;CHEMAcid;sizzle, melt, fizz
Chemicals;Misc;CHEMMisc;miscellaneous
Chemicals;Reaction;CHEMReac;bubbling, foaming, reaction
Clocks;Chime;CLOCKChim;chime, bell, grandfather clock
Clocks;Mechanics;CLOCKMech;winding, clock gears, cuckoo clock
Clocks;Misc;CLOCKMisc;miscellaneous
Clocks;Tick;CLOCKTick;tick, click, quartz, tick tock, stop watch, egg timer
Cloth;Flap;CLOTHFlp;flap, flag, rustle, parachute, cape, sailcloth, sail, sheet
Cloth;Handle;CLOTHHndl;handle, grab, set, pickup, set down, toss, catch
Cloth;Impact;CLOTHImpt;hit, drop, impact, smack
Cloth;Misc;CLOTHMisc;miscellaneous
Cloth;Movement;CLOTHMvmt;zuzz, swish, rustle, ruffle, scrunch, mvmt
Cloth;Rip;CLOTHRip;rip, tear, velcro
Communications;Audio visual;COMAv;motion picture camera, spooling, film camera, projector, tape recorder, nagra, walkman, CD player, reel to reel, vcr, laserdisc player, betamax, slide projector, beamer, ipod, bolex, 8mm, 16mm
Communications;Camera;COMCam;camera shutter, winding, flash bulb, kodak, nikon, canon, olympus, kodak, fuji, fujifilm, mamiya, hasselblad, leica, 35mm, 120mm
Communications;Cellphone;COMCell;mobile phone, smartphone, iphone, blackberry, flip phone, android
Communications;Microphone;COMMic;mic handling, mic tap, larsen, megaphone
Communications;Misc;COMMisc;miscellaneous
Communications;Phonograph;COMPhono;turntable, victrola, phonograph, stylus, vinyl record
Communications;Radio;COMRadio;tuning, radio, shortwave, squelch, futz, radio broadcast
Communications;Static;COMStatic;static, fuzz, scramble
Communications;Telemetry;COMTelm;morse code, telegraph, telemetry, readout, sos
Communications;Telephone;COMTelph;dial, payphone, rotary dial, key pad, landline, cord phone
Communications;Television;COMTv;tv, remote, dial, show, program, futz, TV show, broadcast
Communications;Transceiver;COMTran;walkie talkies, cb, ham radios, transceiver, squelch, intercom, dispatch
Communications;Typewriter;COMType;typewriter, teleprinter, carriage return, platen knob
Computers;Hard drive;CMPTDriv;skip, search, grind, hard disc, hard disk
Computers;Keyboard & mouse;CMPTKey;keyboard, mouse, mice, trackpad
Computers;Misc;CMPTMisc;palm pilot, pocket pc
Creatures;Aquatic;CREAAqua;kraken, mermaid, giant squid
Creatures;Avian;CREAAvian;alien birds, extraterrestrial birds, fantasy birds
Creatures;Beast;CREABeast;wooly mammoth, mumakil, 
Creatures;Blob;CREABlob;blob, gloop, goop
Creatures;Dinosaur;CREADino;brontosaurus, velociraptor, triceratops, stegosaurus, tyrannosaurus, allosaurus, spinosaurus, brachiosaurus, archaeopteryx, pterosaurs, pterodactyl
Creatures;Dragon;CREADrgn;dragon, drake, wyvern
Creatures;Elemental;CREAElem;rock monster, fire monster, ice monster, rock giant, ice giant, golem
Creatures;Ethereal;CREAEthr;ghosts, spirits, ethereal, wispy, spectre, soul, apparition, spectral, poltergeist, phantom, wraith
Creatures;Humanoid;CREAHmn;zombie, undead, living dead, ghoul, vampire, elf, orcs, ogre, troll, tengu, leprechaun, bigfoot, swamp thing, werewolf, frankenstein, mummy
Creatures;Insectoid;CREAInsc;giant ant, giant spider
Creatures;Misc;CREAMisc;miscellaneous
Creatures;Monster;CREAMnstr;godzilla, king kong, rancor, behemoth, xenomorph, chupacabra
Creatures;Reptilian;CREARept;serpent, serpentine, giant lizard, giant snake
Creatures;Small;CREASmall;fairy, pixie, gremlin, imp, fraggle
Creatures;Source;CREASrce;bark, breath, call, caw, squawk, chitter, click, cry, effort, grunt, hiss, howl, growl, snarl, guttural, moan, groan, mouth, roar, scream, screech, squeal, whine
Crowds;Angry;CRWDAngr;hooligan, riot, protest, shout, rowdy
Crowds;Applause;CRWDApls;applause, cheer, clapping, encore
Crowds;Battle;CRWDBatl;battle cries, shout, charge, rally, army, battle, scuffle, war, screaming, dying
Crowds;Celebration;CRWDCele;celebrating, holiday, party, rowdy, birthday, new years, christmas, parade
Crowds;Cheering;CRWDCheer;cheering, concert, stadium, audience, whooping, swells, chants
Crowds;Children;CRWDChld;playground, recess, kids playing, park, play, tag
Crowds;Conversation;CRWDConv;chatter, chat, talk, sparse walla, converse, conversation
Crowds;Laughter;CRWDLaff;tv show, canned laughter, comedy club, laugh track
Crowds;Loop group;CRWDLoop;loop group, adr, canned
Crowds;Misc;CRWDMisc;miscellaneous
Crowds;Panic;CRWDPanic;panic, chaos, shout, scream, cry, distress
Crowds;Quiet;CRWDQuiet;murmur, whispering, hushing, mumbling
Crowds;Reaction;CRWDReac;boo, ahh, ooh, studio reaction
Crowds;Singing;CRWDSing;chant, choir, chorale, carol
Crowds;Sport;CRWDSprt;applause, clapping, boo, cheer, stadium, yay, audience, olympics, shouting, woohoo
Crowds;Walla;CRWDWalla;voices, talk, walla, conversation
Designed;Bass dive;DSGNBass;bass dive, downer, bass drop, fall
Designed;Boom;DSGNBoom;boom, deep hit, low sting, trailer
Designed;Braam;DSGNBram;bramm
Designed;Distortion;DSGNDist;distortion, squared off, distorted
Designed;Drone;DSGNDron;pad, drone, texture, ominous, tension
Designed;Eerie;DSGNErie;spooky, tense, strange, creepy, scary, chilling, haunting, freaky, frightful, 
Designed;Ethereal;DSGNEthr;ethereal, celestial
Designed;Granular;DSGNGran;granular, paulstretch, grains, slices
Designed;Impact;DSGNImpt;impact, hit, slam, smash, collision
Designed;Misc;DSGNMisc;miscellaneous
Designed;Morph;DSGNMorph;morph, blend, transition
Designed;Riser;DSGNRise;reverse, crescendo, rizer, riser, tension
Designed;Rumble;DSGNRmbl;subharmonic, rumble, shake, earthquake
Designed;Rhythmic;DSGNRythm;stutter, glitch, pulse, stattaco
Designed;Source;DSGNSrce;source, raw, material, raw recording
Designed;Stinger;DSGNStngr;sting, startle, trailer, cinematic
Designed;Synthetic;DSGNSynth;synthesized, synth, mod synth, modular synth, granular, analog synth, modular synth
Designed;Tonal;DSGNTonl;tinnitus, ringing, shell shock, subjective
Designed;Vocal;DSGNVocl;enchantment, spell, processed, vocal, whisper, ghostly
Designed;Whoosh;DSGNWhsh;whoosh, trailer swish, swish
Destruction;Collapse;DESTRClpse;collapse, topple, fell, implode
Destruction;Crash & debris;DESTRCrsh;crash, rupture, implode, smash, break, shatter
Destruction;Misc;DESTRMisc;miscellaneous
Dirt & sand;Crash & debris;DIRTCrsh;debris, sand, dirt, trickle, spray, crumble
Dirt & sand;Dust;DIRTDust;fine, particle, sediment, silt, dust
Dirt & sand;Handle;DIRTHndl;handle, grab, dig, catch
Dirt & sand;Impact;DIRTImpt;dump, thud, unload, drop
Dirt & sand;Misc;DIRTMisc;miscellaneous
Dirt & sand;Movement;DIRTMvmt;pour, unload, flow, spill
Dirt & sand;Tonal;DIRTTonl;sand dunes, singing sands
Doors;Antique;DOORAntq;castle, abby, church, old, ancient, antique
Doors;Appliance;DOORAppl;oven, microwave, refrigerator, dishwasher, laundry machine, dryer
Doors;Cabinet;DOORCab;cabinet, kitchen cabinet, tool cabinet
Doors;Composite;DOORComp;fiberglass, door
Doors;Creak;DOORCreak;creak, door, dungeon, cellar, castle, wood door, metal door, door creak
Doors;Dungeon;DOORDungn;castle, dungeon, large, cellar
Doors;Electric;DOORElec;electric door, garage door, soundstage door, automatic door
Doors;Gate;DOORGate;garden gate, fence gate, park gate, rail crossing, cattle gate, farm gate
Doors;Glass;DOORGlas;glass door, store door, bay door, french door
Doors;Hardware;DOORHdwr;doorknob, deadbolt, push bar, chain lock, hinge, latch, handle, hardware, lock picking, jiggle
Doors;Hitech;DOORTech;lab door
Doors;Hydraulic & pneumatic;DOORHydr;door closer, pneumatic, hydraulic, powered hatch
Doors;Knock;DOORKnck;knock, rap, knocker, bang, thud, thump
Doors;Metal;DOORMetl;rollup, vault, safe, hatch
Doors;Misc;DOORMisc;miscellaneous
Doors;Plastic;DOORPlas;porta john, porta let, porta pottie
Doors;Prison;DOORPrisn;jail door, prison door
Doors;Revolving;DOORRevl;revolve, rotate, revolving door, hotel, airport, mall
Doors;Sliding;DOORSlid;sliding glass door, patio door, shower door
Doors;Stone;DOORSton;tomb, crypt, temple, mausoleum, secret entrance
Doors;Swinging;DOORSwng;saloon door, traffic door, restaurant door, church pulpit door
Doors;Wood;DOORWood;entrance, front door, closet
Drawers;Metal;DRWRMetl;tool box, rack drawer, filing cabinet, cash register, security drawer
Drawers;Misc;DRWRMisc;miscellaneous
Drawers;Plastic;DRWRPlas;parts bin, desk organizer
Drawers;Wood;DRWRWood;kitchen drawer, bathroom drawer
Electricity;Arc;ELECArc;jacob's ladder, tesla coil, ark, arch, power station, electrocute
Electricity;Buzz & hum;ELECBuzz;ground hum, amp hum, amp buzz, speaker hum, speaker buzz, hum, buzz, induction hum
Electricity;Electromagnetic;ELECEmf;emf, coil, pickup, induction
Electricity;Misc;ELECMisc;miscellaneous
Electricity;Sparks;ELECSprk;sparkler, weld, sputter, shorting
Electricity;Zap;ELECZap;discharge, tase, taser, electrocute
Equipment;Bridle & tack;EQUIPBridle;bridle, reigns, leash, harness, dog leash, saddle strap
Equipment;Hitech;EQUIPTech;space suit, utility belt
Equipment;Misc;EQUIPMisc;miscellaneous
Equipment;Recreational;EQUIPRec;backpack, hike, hiking, mountaineering, climb, rock climb, camp, tent
Equipment;Sport;EQUIPSprt;shoulder pad, knee pad, shin pad, jock strap
Equipment;Tactical;EQUIPTact;belt, tactical, duty belt, ammo belt, police, military, bandoleer
Explosions;Designed;EXPLDsgn;shockwave, sweetener, echo
Explosions;Misc;EXPLMisc;detonation
Explosions;Real;EXPLReal;bang, implosion, crack, pop
Farts;Designed;FARTDsgn;putty, razzberry, raspberry, whoopie cushion, flarp, armpit, fartbag, balloon
Farts;Misc;FARTMisc;animal fart
Farts;Real;FARTReal;human fart, flatulence, poot, toot
Fight;Bodyfall;FGHTBf;bodyfall, body drag, scuffle, body slam, tackle
Fight;Cloth;FGHTClth;combat cloth, grab, snatch, cloth impact, cloth hit
Fight;Grab;FGHTGrab;combat, grab, grapple, wrestle, judo
Fight;Impact;FGHTImpt;punch, kick, body blow, slap, smack, brawl, shove, sock, uppercut, jab
Fight;Misc;FGHTMisc;miscellaneous
Fire;Burning;FIREBurn;bonfire, campfire, brush fire, structure fire, blaze, inferno, combustion, tinder, pyre
Fire;Burst;FIREBrst;backdraft, dragon fire, engulf
Fire;Crackle;FIRECrkl;pop, spit, snap, sparkle
Fire;Gas;FIREGas;gas grill, bunsen burner, furnace, camping stove, kitchen stove, crematorium, gas range
Fire;Ignite;FIREIgn;match, lighter, zippo, enflame, erupt, flame up, inflame
Fire;Misc;FIREMisc;miscellaneous
Fire;Sizzle;FIRESizz;fire poker, fuse, fuse burn
Fire;Torch;FIRETrch;flare, fuse, torch, firebrand, flaming stick, cresset
Fire;Turbulent;FIRETurb;fire swirl, violent fire, flame thrower, fire tornado, engulf, backdraft
Fire;Whoosh;FIREWhsh;fireball, blaze, molotov, flare, backdraft
Fireworks;Commercial;FRWKComr;mortar, firework, pyrotechnics, kaboom, shell, fireworks display
Fireworks;Misc;FRWKMisc;miscellaneous
Fireworks;Recreational;FRWKRec;firecracker, m80, sparkler, bottle rocket, smoke bomb, jumping jack, roman candle, popper, cherry bomb
Foley;Cloth;FOLYClth;rustle, movement, mvmt, zuzz
Foley;Feet;FOLYFeet;foot, shoe, footstep, surface
Foley;Hands;FOLYHand;pat, grab, handle, set
Foley;Misc;FOLYMisc;miscellaneous
Foley;Prop;FOLYProp;prop, props
Food & drink;Cooking;FOODCook;chopping, slicing, dicing, mixing, blending, whisking, saute, fry, boil, grill, sizzle, steam, stew, stir, saute
Food & drink;Drinking;FOODDrnk;sip, slurp, drink, swallow, gulp, beverage, swig, chug, glug
Food & drink;Eating;FOODEat;eat, crunch, chew, swallow, munch, chomp, bite, ingest, consume, feast, feed
Food & drink;Glassware;FOODGware;bottle, glass, cup, jug, carafe, can
Food & drink;Ingredients;FOODIngr;nut, seed, grain, vegetable, fruit, canned food, cereal, meat, oats, maize
Food & drink;Kitchenware;FOODKware;pan, pot, stewpan, stockpot, frying pan, saucepan
Food & drink;Misc;FOODMisc;miscellaneous
Food & drink;Pour;FOODPour;pour, flow, spill, serve
Food & drink;Tableware;FOODTware;silverware, utensils, glass clink
Footsteps;Animal;FEETAnml;walk, run, sprint
